,Probabilities
9122,0.176609011
9123,0.001027942
9124,0.006157692
9125,0.005546756
9126,0.013831037
9127,0.010012925
9128,0.001367159
9129,0.003008295
9130,0.01559523
9131,0.010612653
9132,0.004417243
9133,0.012938791
9134,0.006171168
9135,0.298783726
9136,0.004207957
9137,0.462463722
9138,0.00673564
9139,0.010472983
9140,0.101434181
9141,0.005209624
9142,0.007700212
9143,0.046827038
9144,0.224850115
9145,0.144597843
9146,0.119576383
9147,0.013620865
9148,0.18004301
9149,0.001850915
9150,0.013699369
9151,0.006286676
9152,0.001956956
9153,0.144557549
9154,0.001252915
9155,0.317824096
9156,0.020991231
9157,0.243371793
9158,0.006822661
9159,0.011371669
9160,0.02885696
9161,0.002495282
9162,0.004482154
9163,0.008145288
9164,0.012612359
9165,0.21863237
9166,0.131444359
9167,0.01402758
9168,0.020303463
9169,0.093901652
9170,0.421631845
9171,0.012303694
9172,0.018730101
9173,0.002989354
9174,0.009717073
9175,0.372623644
9176,0.001800027
9177,0.006390389
9178,0.004367994
9179,0.016368509
9180,0.331461821
9181,0.207194613
9182,0.004231982
9183,0.003815834
9184,0.391327353
9185,0.152138508
9186,0.004530476
9187,0.341021984
9188,0.150524572
9189,0.006674037
9190,0.249304275
9191,0.003169238
9192,0.482244501
9193,0.007301057
9194,0.013031618
9195,0.73966935
9196,0.019782864
9197,0.21406681
9198,0.07251061
9199,0.238108061
9200,0.010925882
9201,0.000667798
9202,0.006532904
9203,0.003950099
9204,0.128049056
9205,0.005652363
9206,0.0010152
9207,0.372889026
9208,0.002494095
9209,0.245208262
9210,0.005381566
9211,0.004544994
9212,0.119588193
9213,0.018042242
9214,0.005645959
9215,0.638740681
9216,0.003666027
9217,0.370939983
9218,0.208749743
9219,0.001653731
9220,0.002242317
9221,0.005404826
9222,0.028841389
9223,0.00533028
9224,0.084571767
9225,0.238658939
9226,0.003940565
9227,0.060897062
9228,0.024083153
9229,0.004301403
9230,0.001960211
9231,0.07672032
9232,0.005351857
9233,0.010687799
9234,0.00029828
9235,0.239986785
9236,0.003681528
9237,0.010783861
9238,0.237223997
9239,0.00422369
9240,0.007937364
9241,0.238835344
9242,0.007785378
9243,0.002818601
9244,0.013971099
9245,0.352083174
9246,0.012856889
9247,0.051934029
9248,0.178474702
9249,0.155124916
9250,0.012756814
9251,0.010597839
9252,0.000797638
9253,0.008273548
9254,0.02024304
9255,0.007885814
9256,0.018219909
9257,0.001206881
9258,0.004550486
9259,0.069485004
9260,0.002528577
9261,0.002549653
9262,0.2561942
9263,0.013604548
9264,0.002348384
9265,0.010059118
9266,0.139471971
9267,0.004597033
9268,0.25746966
9269,0.137523422
9270,0.004222727
9271,0.136036835
9272,0.126060186
9273,0.00337981
9274,0.008710247
9275,0.519520521
9276,0.002248434
9277,0.298021889
9278,0.098264294
9279,0.000861299
9280,0.194472195
9281,0.01810301
9282,0.007882803
9283,0.006266565
9284,0.059170194
9285,0.010048098
9286,0.005160091
9287,0.092108763
9288,0.002517358
9289,0.081530923
9290,0.023763681
9291,0.07864141
9292,0.016640006
9293,0.004313366
9294,0.028585911
9295,0.433664397
9296,0.003951969
9297,0.223746648
9298,0.006018102
9299,0.592813464
9300,0.00039734
9301,0.462525949
9302,0.01984723
9303,0.054839784
9304,0.000405389
9305,0.002776307
9306,0.137085851
9307,0.006289847
9308,0.3375625
9309,0.0010068
9310,0.215657174
9311,0.003301112
9312,0.067841751
9313,0.022510199
9314,0.156427074
9315,0.002166895
9316,0.02062836
9317,0.017752243
9318,0.002987729
9319,0.295693324
9320,0.007791888
9321,0.015267749
9322,0.285587526
9323,0.502938887
9324,0.195597279
9325,0.004002657
9326,0.00757914
9327,0.165756624
9328,0.006883572
9329,0.004930791
9330,0.012301966
9331,0.734600663
9332,0.006283408
9333,0.601935995
9334,0.013321488
9335,0.37120145
9336,0.018434247
9337,0.00135169
9338,0.01450905
9339,0.098432308
9340,0.385919575
9341,0.006291041
9342,0.006546129
9343,0.384765247
9344,0.271642472
9345,0.00172878
9346,0.010820039
9347,0.137868389
9348,0.030423609
9349,0.045241889
9350,0.401807389
9351,0.004178062
9352,0.033674344
9353,0.007108933
9354,0.011620595
9355,0.003859923
9356,0.247526985
9357,0.157995684
9358,0.0047264
9359,0.202035228
9360,0.005360036
9361,0.414689402
9362,0.000747306
9363,0.004987012
9364,0.193414167
9365,0.015709525
9366,0.008231481
9367,0.164542348
9368,0.005585603
9369,0.276368502
9370,0.348393523
9371,0.005722121
9372,0.005225105
9373,0.018857301
9374,0.014380421
9375,0.012288049
9376,0.224325512
9377,0.002534869
9378,0.093555127
9379,0.00458876
9380,0.008058471
9381,0.615600045
9382,0.013470452
9383,0.014884058
9384,0.196841899
9385,0.014350504
9386,0.328978634
9387,0.009537673
9388,0.011224762
9389,0.062584249
9390,0.263694134
9391,0.003288125
9392,0.051330972
9393,0.007820674
9394,0.096609494
9395,0.131997267
9396,0.000388192
9397,0.464902906
9398,0.003369917
9399,0.187117405
9400,0.13828312
9401,0.000493426
9402,0.00675481
9403,0.017211802
9404,0.003920551
9405,0.004870328
9406,0.002654959
9407,0.006091905
9408,0.014185931
9409,0.149762998
9410,0.691544257
9411,0.233109929
9412,0.007032351
9413,0.007608619
9414,0.003434685
9415,0.000823198
9416,0.004053396
9417,0.234644713
9418,0.009441018
9419,0.18799263
9420,0.017909239
9421,0.091932028
9422,0.003943999
9423,0.134885451
9424,0.026651608
9425,0.414158019
9426,0.015159683
9427,0.004919405
9428,0.180092365
9429,0.005364295
9430,0.047984526
9431,0.261149938
9432,0.576502563
9433,0.000443124
9434,0.15273221
9435,0.39523344
9436,0.003147682
9437,0.38138129
9438,0.000984961
9439,0.002047198
9440,0.367004272
9441,0.00395302
9442,0.64204508
9443,0.006227139
9444,0.01019765
9445,0.004595529
9446,0.000349757
9447,0.529112425
9448,0.334594568
9449,0.013814737
9450,0.679545245
9451,0.067791249
9452,0.281149069
9453,0.007161563
9454,0.008555321
9455,0.020353848
9456,0.014897784
9457,0.000669454
9458,0.004728393
9459,0.307201179
9460,0.024081249
9461,0.112585382
9462,0.003880848
9463,0.01819804
9464,0.00520753
9465,0.002952309
9466,0.018630718
9467,0.171973456
9468,0.451172846
9469,0.007518984
9470,0.157894801
9471,0.009825013
9472,0.578039621
9473,0.002617143
9474,0.385316503
9475,0.181625914
9476,0.007871669
9477,0.013731447
9478,0.002730734
9479,0.028117091
9480,0.015311876
9481,0.001708456
9482,0.009430227
9483,0.066754415
9484,0.003621319
9485,0.283216476
9486,0.006436763
9487,0.054405806
9488,0.008219723
9489,0.023652476
9490,0.004125941
9491,0.00385985
9492,0.001621692
9493,0.057386186
9494,0.021370561
9495,0.003187359
9496,0.000925467
9497,0.004574563
9498,0.012709143
9499,0.050809779
9500,0.309085835
9501,0.007094198
9502,0.558167756
9503,0.013169979
9504,0.268774425
9505,0.281545528
9506,0.008018896
9507,0.007357666
9508,0.190642096
9509,0.006890775
9510,0.003937975
9511,0.192352869
9512,0.003286222
9513,0.005180524
9514,0.005120653
9515,0.025393968
9516,0.004193364
9517,0.409387689
9518,0.395261264
9519,0.006546236
9520,0.007043376
9521,0.004919529
9522,0.190337197
9523,0.354766002
9524,0.003728467
9525,0.019373261
9526,0.017725244
9527,0.010730391
9528,0.019947202
9529,0.004059978
9530,0.021723139
9531,0.175064337
9532,0.00672105
9533,0.015786337
9534,0.00257181
9535,0.206870977
9536,0.344574557
9537,0.020579154
9538,0.0004848
9539,0.004277522
9540,0.379573069
9541,0.012845139
9542,0.001531703
9543,0.529316455
9544,0.00225225
9545,0.011331495
9546,0.002507505
9547,0.006639102
9548,0.432106326
9549,0.006442395
9550,0.13094015
9551,0.00475008
9552,0.008014785
9553,0.139288802
9554,0.003973617
9555,0.005657669
9556,0.062501459
9557,0.002090023
9558,0.025987638
9559,0.005087541
9560,0.060013491
9561,0.628797165
9562,0.002986262
9563,0.500500871
9564,0.17714126
9565,0.007238132
9566,0.206459812
9567,0.003533611
9568,0.002740179
9569,0.020900887
9570,0.25087948
9571,0.011122223
9572,0.114545947
9573,0.026134305
9574,0.348183201
9575,0.261881441
9576,0.005252736
9577,0.004936161
9578,0.018743949
9579,0.008021527
9580,0.003000733
9581,0.007400775
9582,0.013230415
9583,0.033399116
9584,0.009533008
9585,0.00805092
9586,0.005187799
9587,0.112775103
9588,0.00967038
9589,0.020745877
9590,0.001410976
9591,0.369127423
9592,0.009861218
9593,0.053063185
9594,0.542374799
9595,0.008644536
9596,0.007156573
9597,0.011286886
9598,0.017574165
9599,0.172454747
9600,0.012283482
9601,0.020454406
9602,0.226851682
9603,0.002787832
9604,0.004311579
9605,0.421881043
9606,0.042813149
9607,0.223891207
9608,0.040195569
9609,0.006655283
9610,0.290324177
9611,0.004141258
9612,0.019664293
9613,0.041102614
9614,0.017130624
9615,0.660867784
9616,0.253302545
9617,0.253762838
9618,0.026539438
9619,0.008903181
9620,0.002311142
9621,0.129092244
9622,0.011930811
9623,0.00526633
9624,0.020491539
9625,0.301944908
9626,0.137860623
9627,0.021814216
9628,0.039288202
9629,0.004854265
9630,0.00637961
9631,0.005483113
9632,0.113562984
9633,0.168681718
9634,0.002056471
9635,0.003754453
9636,0.000999199
9637,0.007082458
9638,0.034174635
9639,0.529725345
9640,0.014981527
9641,0.021206994
9642,0.362242421
9643,0.005913836
9644,0.407051215
9645,0.337261517
9646,0.1652237
9647,0.015925612
9648,0.005600305
9649,0.160722168
9650,0.495455449
9651,0.018153118
9652,0.004225053
9653,0.005738007
9654,0.463776307
9655,0.005994485
9656,0.006778891
9657,0.001910581
9658,0.008245964
9659,0.004434945
9660,0.001866893
9661,0.0300299
9662,0.094748605
9663,0.013544952
9664,0.001314204
9665,0.125559085
9666,0.000956267
9667,0.268699436
9668,0.005319618
9669,0.004513364
9670,0.000835763
9671,0.173001137
9672,0.68825325
9673,0.022946877
9674,0.006953272
9675,0.003637391
9676,0.166569036
9677,0.520666469
9678,0.069796263
9679,0.334125701
9680,0.002518435
9681,0.010605817
9682,0.004125941
9683,0.004759252
9684,0.012377918
9685,0.000968787
9686,0.007919682
9687,0.014328098
9688,0.230728149
9689,0.020776018
9690,0.175189887
9691,0.005435855
9692,0.007593867
9693,0.220410725
9694,0.362457563
9695,0.254928356
9696,0.261865838
9697,0.01536733
9698,0.342963617
9699,0.014015405
9700,0.010661853
9701,0.020908083
9702,0.006273593
9703,0.012152099
9704,0.044520284
9705,0.00332827
9706,0.004995303
9707,0.024330478
9708,0.000783124
9709,0.011120311
9710,0.002074574
9711,0.010518748
9712,0.004220341
9713,0.022981799
9714,0.003005045
9715,0.032668203
9716,0.20568613
9717,0.009196832
9718,0.009491913
9719,0.410098569
9720,0.120669791
9721,0.356684531
9722,0.2040349
9723,0.268955199
9724,0.003368506
9725,0.000815743
9726,0.01117408
9727,0.263715221
9728,0.003373967
9729,0.000584367
9730,0.27744101
9731,0.004903992
9732,0.066550137
9733,0.005988389
9734,0.002099253
9735,0.004789774
9736,0.624354809
9737,0.001657535
9738,0.00372057
9739,0.002389463
9740,0.005747417
9741,0.213706966
9742,0.008655777
9743,0.014169186
9744,0.485851235
9745,0.002023587
9746,0.004957033
9747,0.006732968
9748,0.017005527
9749,0.10070048
9750,0.128689508
9751,0.020650615
9752,0.089635827
9753,0.011413883
9754,0.070209049
9755,0.008466209
9756,0.161653187
9757,0.139923654
9758,0.001137176
9759,0.004973097
9760,0.008210811
9761,0.145900233
9762,0.506405357
9763,0.011092878
9764,0.017287918
9765,0.097344499
9766,0.001069314
9767,0.400839849
9768,0.000737843
9769,0.003166723
9770,0.230538213
9771,0.004725658
9772,0.086406645
9773,0.17758591
9774,0.005463318
9775,0.005714774
9776,0.012802408
9777,0.014241041
9778,0.309915834
9779,0.069017503
9780,0.002912819
9781,0.009313242
9782,0.076333637
9783,0.057316069
9784,0.013389608
9785,0.239234048
9786,0.282852643
9787,0.005222895
9788,0.00398868
9789,0.01400504
9790,0.007015112
9791,0.007448223
9792,0.001089615
9793,0.003796471
9794,0.104949075
9795,0.00957884
9796,0.081989646
9797,0.004475549
9798,0.012122031
9799,0.014301419
9800,0.002750422
9801,0.016242957
9802,0.0020591
9803,0.002447899
9804,0.005434875
9805,0.01998812
9806,0.011773124
9807,0.302569231
9808,0.183463715
9809,0.386857384
9810,0.024129022
9811,0.002092324
9812,0.335667006
9813,0.014694738
9814,0.150057569
9815,0.008132077
9816,0.011848611
9817,0.214283546
9818,0.011420522
9819,0.524422517
9820,0.005851842
9821,0.003214953
9822,0.010974121
9823,0.003642395
9824,0.002071106
9825,0.052045242
9826,0.007856416
9827,0.002978852
9828,0.150889669
9829,0.004264793
9830,0.104725908
9831,0.00914865
9832,0.021478073
9833,0.004180057
9834,0.003929875
9835,0.009788977
9836,0.004781475
9837,0.00922202
9838,0.00180102
9839,0.012659088
9840,0.011646881
9841,0.002013224
9842,0.014102651
9843,0.003301097
9844,0.019127633
9845,0.007806596
9846,0.000984127
9847,0.515940595
9848,0.04364877
9849,0.017959383
9850,0.168274031
9851,0.010223017
9852,0.006550118
9853,0.002194589
9854,0.006932837
9855,0.021107147
9856,0.089541398
9857,0.006975052
9858,0.644298497
9859,0.006527755
9860,0.021273077
9861,0.001695727
9862,0.137425233
9863,0.003795166
9864,0.006104353
9865,0.006328655
9866,0.012771829
9867,0.004414421
9868,0.006353161
9869,0.018247131
9870,0.684376009
9871,0.438010946
9872,0.10562079
9873,0.46235839
9874,0.006995574
9875,0.021536097
9876,0.149802535
9877,0.017176766
9878,0.006259832
9879,0.004600339
9880,0.0110964
9881,0.00104414
9882,0.005234701
9883,0.000727765
9884,0.152142492
9885,0.323179424
9886,0.27432868
9887,0.010689948
9888,0.333810422
9889,0.004623589
9890,0.01938394
9891,0.300896601
9892,0.162545704
9893,0.046405323
9894,0.006748774
9895,0.543867992
9896,0.009244627
9897,0.003024134
9898,0.004285874
9899,0.004003329
9900,0.004362353
9901,0.009895562
9902,0.465662588
9903,0.376916317
9904,0.227701028
9905,0.025094616
9906,0.272412466
9907,0.01515192
9908,0.002683332
9909,0.017020402
9910,0.065200044
9911,0.353741413
9912,0.682711646
9913,0.021985462
9914,0.002610696
9915,0.141823283
9916,0.014887435
9917,0.051621755
9918,0.015532341
9919,0.005429936
9920,0.005827007
9921,0.012406637
9922,0.005936405
9923,0.019346933
9924,0.004341263
9925,0.00540849
9926,0.001016987
9927,0.200864709
9928,0.019621859
9929,0.009309139
9930,0.215945983
9931,0.534030907
9932,0.003166602
9933,0.270051797
9934,0.032879048
9935,0.004110476
9936,0.008887332
9937,0.017935608
9938,0.628874213
9939,0.017550541
9940,0.120785616
9941,0.281933865
9942,0.016299012
9943,0.035720148
9944,0.140458817
9945,0.526313071
9946,0.002985856
9947,0.130929363
9948,0.007379836
9949,0.017863094
9950,0.01410649
9951,0.020734484
9952,0.72130667
9953,0.004088062
9954,0.003009192
9955,0.370820556
9956,0.00120975
9957,0.005166706
9958,0.006033471
9959,0.011414303
9960,0.454667221
9961,0.001590441
9962,0.012297509
9963,0.005958257
9964,0.007481782
9965,0.135666862
9966,0.176386157
9967,0.66011483
9968,0.00694038
9969,0.014032588
9970,0.02771597
9971,0.569998489
9972,0.01201065
9973,0.00620165
9974,0.0009981
9975,0.021109067
9976,0.007811626
9977,0.004847101
9978,0.021327614
9979,0.005928529
9980,0.025119827
9981,0.251943984
9982,0.005756001
9983,0.520280578
9984,0.598974078
9985,0.451804326
9986,0.012704503
9987,0.007690916
9988,0.012201141
9989,0.025961423
9990,0.01733542
9991,0.010723962
9992,0.003000402
9993,0.01054626
9994,0.001505288
9995,0.005066877
9996,0.013202382
9997,0.009021236
9998,0.005049613
9999,0.015841479
10000,0.048855638
10001,0.690980107
10002,0.001236683
10003,0.00563517
10004,0.018235272
10005,0.000338655
10006,0.227521969
10007,0.009477217
10008,0.01640899
10009,0.013144809
10010,0.008812635
10011,0.00362025
10012,0.003821735
10013,0.005000576
10014,0.012503809
10015,0.441153472
10016,0.257168068
10017,0.311824187
10018,0.148418221
10019,0.007030104
10020,0.006023949
10021,0.249793917
10022,0.14081896
10023,0.256575037
10024,0.009411906
10025,0.012220355
10026,0.004465171
10027,0.113704896
10028,0.011815476
10029,0.03749905
10030,0.001201046
10031,0.006991056
10032,0.007711662
10033,0.58799419
10034,0.002641107
10035,0.007562885
10036,0.00983734
10037,0.111346915
10038,0.008531405
10039,0.02940185
10040,0.001960411
10041,0.002326064
10042,0.005664076
10043,0.192056283
10044,0.20042268
10045,0.07971776
10046,0.005170205
10047,0.001250885
10048,0.007724453
10049,0.004935838
10050,0.000663166
10051,0.221624897
10052,0.016657962
10053,0.014909488
10054,0.007969605
10055,0.014050339
10056,0.005160534
10057,0.254244862
10058,0.005676106
10059,0.000990213
10060,0.00872779
10061,0.003721115
10062,0.003861675
10063,0.234341178
10064,0.005994106
10065,0.100475136
10066,0.022043555
10067,0.003573
10068,0.561435242
10069,0.302283246
10070,0.342070472
10071,0.006412177
10072,0.00910364
10073,0.007221065
10074,0.542915414
10075,0.004497069
10076,0.016393612
10077,0.00543854
10078,0.007110809
10079,0.001718967
10080,0.124107972
10081,0.019973903
10082,0.033172955
10083,0.004817674
10084,0.009360456
10085,0.007316965
10086,0.005586668
10087,0.00390204
10088,0.063771576
10089,0.018901043
10090,0.223780308
10091,0.00701774
10092,0.006379616
10093,0.003558378
10094,0.001713887
10095,0.260013621
10096,0.011335434
10097,0.025341531
10098,0.238711731
10099,0.04853242
10100,0.00657415
10101,0.253959328
10102,0.006850161
10103,0.007880189
10104,0.006672464
10105,0.488694869
10106,0.035176082
10107,0.168308011
10108,0.366234527
10109,0.008449427
10110,0.004053845
10111,0.068197859
10112,0.011957257
10113,0.00590106
10114,0.135644727
10115,0.009536256
10116,0.003526276
10117,0.026497364
10118,0.001979993
10119,0.008539761
10120,0.022981408
10121,0.002428826
10122,0.003354119
10123,0.001264623
10124,0.514632334
10125,0.00611479
10126,0.006551479
10127,0.143299119
10128,0.489427203
10129,0.002882416
10130,0.356893654
10131,0.02693819
10132,0.182301905
10133,0.005130473
10134,0.004086012
10135,0.008522103
10136,0.008189772
10137,0.044269934
10138,0.000392944
10139,0.00653695
10140,0.016702316
10141,0.003497378
10142,0.010803679
10143,0.097114953
10144,0.014861777
10145,0.296195797
10146,0.023232128
10147,0.021482979
10148,0.003756322
10149,0.43075078
10150,0.010203676
10151,0.461445726
10152,0.226387704
10153,0.003479062
10154,0.008527066
10155,0.003925258
10156,0.014137619
10157,0.004477853
10158,0.008944098
10159,0.025983068
10160,0.017233049
10161,0.010198264
10162,0.009448819
10163,0.397392909
10164,0.034109
10165,0.010406887
10166,0.341414463
10167,0.245751726
10168,0.013160934
10169,0.012528714
10170,0.519161951
10171,0.008021994
10172,0.162851907
10173,0.006295715
10174,0.03205767
10175,0.017099716
10176,0.166331908
10177,0.011983544
10178,0.398671326
10179,0.004915822
10180,0.010152686
10181,0.007321605
10182,0.009016215
10183,0.000956884
10184,0.004278426
10185,0.456911361
10186,0.003514634
10187,0.012890374
10188,0.005237576
10189,0.045387065
10190,0.005036025
10191,0.011401999
10192,0.01319717
10193,0.00471582
10194,0.001799915
10195,0.310432639
10196,0.008675837
10197,0.311484785
10198,0.002653016
10199,0.00474831
10200,0.006381035
10201,0.221032506
10202,0.004399592
10203,0.010842625
10204,0.017449933
10205,0.00954716
10206,0.001514055
10207,0.068342502
10208,0.002172831
10209,0.124018168
10210,0.281042271
10211,0.2196629
10212,0.005636608
10213,0.048802825
10214,0.29108217
10215,0.003124314
10216,0.016324832
10217,0.303719069
10218,0.004347464
10219,0.006195404
10220,0.378143022
10221,0.004182217
10222,0.015216899
10223,0.006563472
10224,0.00851855
10225,0.003496201
10226,0.003412695
10227,0.011821559
10228,0.012711157
10229,0.301408436
10230,0.003726747
10231,0.014935341
10232,0.306637657
10233,0.006086188
10234,0.006836831
10235,0.268593317
10236,0.046050905
10237,0.004574162
10238,0.008859578
10239,0.013506577
10240,0.002877704
10241,0.019021124
10242,0.066991347
10243,0.004112058
10244,0.003134674
10245,0.000609652
10246,0.008362568
10247,0.500470266
10248,0.004723985
10249,0.653523046
10250,0.006001019
10251,0.800611378
10252,0.011187224
10253,0.011476516
10254,0.018788473
10255,0.01383966
10256,0.013990548
10257,0.011127661
10258,0.017824308
10259,0.005806485
10260,0.003012647
10261,0.016818321
10262,0.119927552
10263,0.00850225
10264,0.262621957
10265,0.011838576
10266,0.006047632
10267,0.509690337
10268,0.000395875
10269,0.004259043
10270,0.003772978
10271,0.212028082
10272,0.010403557
10273,0.441836765
10274,0.020805799
10275,0.500441242
10276,0.260619594
10277,0.401130827
10278,0.006609099
10279,0.003227413
10280,0.401646537
10281,0.002028656
10282,0.003970222
10283,0.009837573
10284,0.303364461
10285,0.01666057
10286,0.003821477
10287,0.014234105
10288,0.192017436
10289,0.020925835
10290,0.00835359
10291,0.005659951
10292,0.101436363
10293,0.005278938
10294,0.075205863
10295,0.014775956
10296,0.002773405
10297,0.00498866
10298,0.00510341
10299,0.016613714
10300,0.226057376
10301,0.350386434
10302,0.007286624
10303,0.002558095
10304,0.01858581
10305,0.007367156
10306,0.38073679
10307,0.283259906
10308,0.000745928
10309,0.006322819
10310,0.002196429
10311,0.268868265
10312,0.002322205
10313,0.004616933
10314,0.007016872
10315,0.005630688
10316,0.004848196
10317,0.433869036
10318,0.007930007
10319,0.065815654
10320,0.00450261
10321,0.039335205
10322,0.00868238
10323,0.162580463
10324,0.001011956
10325,0.004948699
10326,0.003669795
10327,0.014048644
10328,0.241418921
10329,0.27848428
10330,0.00592333
10331,0.0142927
10332,0.014372254
10333,0.008287895
10334,0.165454899
10335,0.00418297
10336,0.015340788
10337,0.009931786
10338,0.016809053
10339,0.013833262
10340,0.004420779
10341,0.002982038
10342,0.014087712
10343,0.544729228
10344,0.08922307
10345,0.513380256
10346,0.003926292
10347,0.012565895
10348,0.003733357
10349,0.025730439
10350,0.161332987
10351,0.016650586
10352,0.004514714
10353,0.590697955
10354,0.012230816
10355,0.001160356
10356,0.015464166
10357,0.361049444
10358,0.011911252
10359,0.005397468
10360,0.006534291
10361,0.005211123
10362,0.009296202
10363,0.116820148
10364,0.144595691
10365,0.350531681
10366,0.198082024
10367,0.089428447
10368,0.18534583
10369,0.563344489
10370,0.001327216
10371,0.218172369
10372,0.004629862
10373,0.021835572
10374,0.05084753
10375,0.242094401
10376,0.001152881
10377,0.006003911
10378,0.61699152
10379,0.005935577
10380,0.303662121
10381,0.438010522
10382,0.315701991
10383,0.004235433
10384,0.001232549
10385,0.06210993
10386,0.006737638
10387,0.003362672
10388,0.006269185
10389,0.011209382
10390,0.006705787
10391,0.318759101
10392,0.015600572
10393,0.003493665
10394,0.006825228
10395,0.426071086
10396,0.021230458
10397,0.020091297
10398,0.015325219
10399,0.00422977
10400,0.006735628
10401,0.006137388
10402,0.002003984
10403,0.009606135
10404,0.189801887
10405,0.013336356
10406,0.272187148
10407,0.259225487
10408,0.006436836
10409,0.014544205
10410,0.002578971
10411,0.003192696
10412,0.176405321
10413,0.599739388
10414,0.005770808
10415,0.006611663
10416,0.229153093
10417,0.119840783
10418,0.783327148
10419,0.004274207
10420,0.009302137
10421,0.012728602
10422,0.01214703
10423,0.146795854
10424,0.004698971
10425,0.004395437
10426,0.00566729
10427,0.008853842
10428,0.011110685
10429,0.07500162
10430,0.005357334
10431,0.005326221
10432,0.012064664
10433,0.005636883
10434,0.086163454
10435,0.227512401
10436,0.00088962
10437,0.016884314
10438,0.10589872
10439,0.002952009
10440,0.191176463
10441,0.016531814
10442,0.017622142
10443,0.010115371
10444,0.006184263
10445,0.000891704
10446,0.056912869
10447,0.59408653
10448,0.001840398
10449,0.002571077
10450,0.004161779
10451,0.004831745
10452,0.080927596
10453,0.531945955
10454,0.018626121
10455,0.225283949
10456,0.00632939
10457,0.004046498
10458,0.243434836
10459,0.005105637
10460,0.003777808
10461,0.018217403
10462,0.014960229
10463,0.009578594
10464,0.003616099
10465,0.004932615
10466,0.005529765
10467,0.007925618
10468,0.375756873
10469,0.07953817
10470,0.005233159
10471,0.007672108
10472,0.032907859
10473,0.031123574
10474,0.020579044
10475,0.003280585
10476,0.021713911
10477,0.408931364
10478,0.01312723
10479,0.014334329
10480,0.009442492
10481,0.014700944
10482,0.028127159
10483,0.017238021
10484,0.029821301
10485,0.194089016
10486,0.010316003
10487,0.007247936
10488,0.169148266
10489,0.410808494
10490,0.00409766
10491,0.006986658
10492,0.344096541
10493,0.008605112
10494,0.34563861
10495,0.005715586
10496,0.064598251
10497,0.012077093
10498,0.07398785
10499,0.009448484
10500,0.008121775
10501,0.019996941
10502,0.004848631
10503,0.536642421
10504,0.262799434
10505,0.006059379
10506,0.314729308
10507,0.011956093
10508,0.021754993
10509,0.00818737
10510,0.009064747
10511,0.007647719
10512,0.276221311
10513,0.236596919
10514,0.01987059
10515,0.001039155
10516,0.328177435
10517,0.012518647
10518,0.456284435
10519,0.003801776
10520,0.004912541
10521,0.09102969
10522,0.009561166
10523,0.27720561
10524,0.003646566
10525,0.321262083
10526,0.004842589
10527,0.010485576
10528,0.010770268
10529,0.383615782
10530,0.005782218
10531,0.757858029
10532,0.004384816
10533,0.002815429
10534,0.012078267
10535,0.006301758
10536,0.006101851
10537,0.270270929
10538,0.008985825
10539,0.000746313
10540,0.009032424
10541,0.008053133
10542,0.002856095
10543,0.143653302
10544,0.021410173
10545,0.239169193
10546,0.18675658
10547,0.356760646
10548,0.009022452
10549,0.004754609
10550,0.004923262
10551,0.000536924
10552,0.016950307
10553,0.219571428
10554,0.000862714
10555,0.387225892
10556,0.003334206
10557,0.019316133
10558,0.00539226
10559,0.061875621
10560,2.63385E-05
10561,0.012745681
10562,0.004629716
10563,0.1630407
10564,0.376747276
10565,0.050592681
10566,0.048250813
10567,0.111715557
10568,0.349200154
10569,0.011143693
10570,0.050310127
10571,0.190142587
10572,0.00793526
10573,0.002285266
10574,0.005122585
10575,0.007958117
10576,0.010122421
10577,0.012448528
10578,0.313842192
10579,0.011892148
10580,0.319768795
10581,0.497010982
10582,0.595955602
10583,0.010028955
10584,0.001181138
10585,0.000843936
10586,0.335010575
10587,0.006467812
10588,0.464075746
10589,0.001555905
10590,0.010824054
10591,0.004084566
10592,0.005674243
10593,0.086158555
10594,0.174929868
10595,0.251780408
10596,0.004767926
10597,0.009304001
10598,0.005748896
10599,0.012909472
10600,0.004583516
10601,0.021958279
10602,0.008356882
10603,0.082242399
10604,0.337996327
10605,0.004922724
10606,0.00308951
10607,0.001479398
10608,0.006126977
10609,0.00236307
10610,0.029726131
10611,0.008612586
10612,0.010316225
10613,0.026970063
10614,0.004978488
10615,0.005023703
10616,0.004402748
10617,0.148832812
10618,0.124274996
10619,0.002360184
10620,0.010663817
10621,0.396629323
10622,0.16181193
10623,0.162910851
10624,0.640886233
10625,0.328495047
10626,0.023138192
10627,0.010071587
10628,0.100196184
10629,0.006288612
10630,0.000690178
10631,0.142263903
10632,0.011830319
10633,0.004881437
10634,0.004719699
10635,0.006189967
10636,0.00555685
10637,0.007110996
10638,0.033795098
10639,0.299845346
10640,0.020972519
10641,0.005498863
10642,0.018924388
10643,0.005077594
10644,0.063530691
10645,0.412839821
10646,0.182981745
10647,0.004918615
10648,0.089610162
10649,0.000280722
10650,0.006388526
10651,0.004374894
10652,0.009100009
10653,0.018647352
10654,0.017631026
10655,0.012963645
10656,0.009684627
10657,0.150599759
10658,0.181023591
10659,0.005362518
10660,0.15500121
10661,0.281351418
10662,0.007841599
10663,0.004545309
10664,0.093125119
10665,0.00119358
10666,0.354713882
10667,0.188015169
10668,0.003764853
10669,0.167540415
10670,0.016449095
10671,0.004611804
10672,0.151354517
10673,0.013974963
10674,0.001967933
10675,0.007561519
